7cfaf6ae-311e-4ff3-94c4-bb96c87abb37,a199e835-4514-43c3-9ba9-c028e61bb81a,1577865600000,1609488000000,"<ti>sale sale</ti>","<de></de>",780,0,true,true,false,false,"<di></di>",,All Years,Buick,All Models,true,,2764195213 2743913013 2728546583 2664536623 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913
c4a98114-df43-4de7-9a21-0c0cab882789,a199e835-4514-43c3-9ba9-c028e61bb81a,1577865600000,1609488000000,"<ti>New Year special</ti>","<de>Only for New Year</de>",0,30,true,true,false,false,"<di></di>",,All Years,Chevrolet,All Models,true,,2590301093 2744708613 2743912983 2724451713 2792216803 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2969036503
e2060ab1-7ca7-4cc5-b2c0-12e844674cf3,a199e835-4514-43c3-9ba9-c028e61bb81a,1577865600000,1609488000000,"<ti>Extra big</ti>","<de></de>",0,70,true,false,false,false,"<di></di>",,All Years,Chevrolet,All Models,true,,2590301093 2744708613 2743912983 2724451713 2792216803 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2969036503
9fdbf442-4d20-4858-82d1-ca788a1e7be6,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti>Used special</ti>","<de></de>",1,0,false,false,false,false,"<di></di>",,All Years,All Makes,All Models,false,,2740787103 2962669673 2968538433 2972619753 2941208313 2963828933 2963828923 2963828913 2966029593 2922037873 2971658813 2956645133 2967476393 2967476323 2974470043 2970352063 2868333393 2938812163 2951905293 2542536063 2972095393 2955922393 2972619783 2955922323 2907382893 2940460353 2955922443 2973639233 2971658803 2908172853 2971016453 2945804413 2971016663 2971016473 2971016433 2912369023 2955922283 2954828603 2960488873 2965239133 2496423423 2963712413 2959677533 2974470033 2971658763 2967476423 2963828943 2967476413 2945804493 2967476363 2971016703 2971016523 2967476373 2971016593 2965239243 2968538353 2971016713 2965239093 2976123363 2971658773 2971016493
b55b603d-ebe9-443d-b1e2-fe21403e8f48,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",670,0,true,false,false,false,"<di></di>",,All Years,All Makes,All Models,false,,2764195213 2743913013 2728546583 2664536623 2590301093 2744708613 2743912983 2724451713 2792216803 2818926783 2798840803 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883 2969036503 2740787103 2962669673 2968538433 2972619753 2941208313 2963828933 2963828923 2963828913 2966029593 2922037873 2971658813 2956645133 2967476393 2967476323 2974470043 2970352063 2868333393 2938812163 2951905293 2542536063 2972095393 2955922393 2972619783 2955922323 2907382893 2940460353 2955922443 2973639233 2971658803 2908172853 2971016453 2945804413 2971016663 2971016473 2971016433 2912369023 2955922283 2954828603 2960488873 2965239133 2496423423 2963712413 2959677533 2974470033 2971658763 2967476423 2963828943 2967476413 2945804493 2967476363 2971016703 2971016523 2967476373 2971016593 2965239243 2968538353 2971016713 2965239093 2976123363 2971658773 2971016493
74674546-e5f1-4e78-9ab2-130d4cd15ce2,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",789,0,false,false,false,false,"<di></di>",,All Years,All Makes,All Models,true,,2764195213 2743913013 2728546583 2664536623 2590301093 2744708613 2743912983 2724451713 2792216803 2818926783 2798840803 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883 2969036503
a1c0e0ca-58bd-4413-a1d5-b5307342a3a6,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",800,0,false,true,false,false,"<di></di>",,2017,All Makes,All Models,true,,2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883
dee26b5e-3837-4aed-8741-ba0e3670f9b9,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",900,0,false,false,true,false,"<di></di>",,All Years,All Makes,All Models,true,,2764195213 2743913013 2728546583 2664536623 2590301093 2744708613 2743912983 2724451713 2792216803 2818926783 2798840803 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883 2969036503
2e414c9f-4460-45f4-bc4d-11773bd031c4,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",800,0,false,false,false,true,"<di></di>",,All Years,All Makes,All Models,true,,2764195213 2743913013 2728546583 2664536623 2590301093 2744708613 2743912983 2724451713 2792216803 2818926783 2798840803 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883 2969036503
44ced700-557f-4e70-b463-f406da43691e,a199e835-4514-43c3-9ba9-c028e61bb81a,1605513600000,1605600000000,"<ti></ti>","<de></de>",0,8,false,true,false,false,"<di></di>",,All Years,All Makes,All Models,true,,2764195213 2743913013 2728546583 2664536623 2590301093 2744708613 2743912983 2724451713 2792216803 2818926783 2798840803 2925887533 2874208413 2961549883 2960083413 2969036533 2971353793 2975616143 2942514013 2942514023 2942514043 2908558183 2943933173 2831856113 2924303033 2895536633 2900728913 2916807223 2952942213 2952201403 2955583613 2960083433 2906179983 2924303023 2933377303 2951524743 2923547933 2943933153 2951524753 2953738123 2929996033 2948986193 2849923503 2940767423 2933377293 2946151783 2913144493 2945375603 2839766873 2839766923 2866495823 2838997173 2952201393 2960831923 2929629793 2890818193 2950512163 2948098293 2947249873 2882215633 2903829183 2948098273 2948986203 2938460313 2940041313 2887019023 2952201383 2891621333 2952942203 2969036513 2970353133 2927983453 2946151773 2921649903 2938460323 2941466633 2944672443 2947249883 2944672453 2916406503 2874591683 2922487943 2829750763 2964453293 2922487933 2885891293 2927689383 2964453303 2898418793 2868831723 2847725203 2888991963 2922487953 2890818183 2929235123 2888991953 2946564393 2908173753 2949791803 2948986183 2887981953 2948098303 2895536613 2950512173 2856332033 2890117773 2907764263 2959299233 2948098283 2950512183 2939402153 2949791813 2820745583 2921649913 2924302993 2908558193 2875441703 2929996043 2856332053 2898925903 2875441713 2905643573 2917517383 2965241883 2969036503
